_id,first_name,last_name,DOB,gender,aadhar_number,email,father_name,mother_name,father_number,mother_number,admission_date,photo_url,is_active,address_permanent,address_correspondence,city,state,zip_code
S086,Kavya,Sampath,2013-06-27,Male,686163802664,ndugal@chaudhry-dey.com,Aniruddh Kumer,Ela Suresh,6570097342,+915056981574,2021-01-05,https://randomuser.me/api/portraits/men/86.jpg,True,"H.No. 863, Dasgupta Ganj, Bhubaneswar 455806","17/48, Khanna Marg, Siliguri-078933",Serampore,Punjab,318226
S087,Dishani,Sood,2009-08-28,Male,605322805570,koshymiraya@yahoo.com,Vanya Shanker,Keya Grewal,7026522352,1122679753,2021-05-12,https://randomuser.me/api/portraits/men/87.jpg,True,"69/489, Bajwa Zila, Bidhannagar-731708","H.No. 89, Kala Street, Bhopal 944483",Kadapa,West Bengal,526730
S088,Indrans,Kuruvilla,2007-12-17,Male,965918739140,sairadevi@taneja.net,Damini Hegde,Samaira De,07058713039,+918457379923,2020-11-12,https://randomuser.me/api/portraits/men/88.jpg,True,"02, Mahajan Road, Rajahmundry 309358","42, Apte Nagar, Kottayam 408858",Jehanabad,Maharashtra,907503
S089,Madhup,Char,2008-10-26,Female,421407257790,barmankashvi@hotmail.com,Oorja Sridhar,Madhup Gulati,+919659337736,05684965726,2022-11-17,https://randomuser.me/api/portraits/women/89.jpg,True,"80, Mandal Ganj, Silchar 312130","H.No. 20, Iyengar Chowk, Pondicherry 457801",Unnao,Sikkim,540723
S090,Rohan,Gulati,2009-05-05,Female,202897366784,psidhu@shah-bansal.com,Aarna Jani,Mohanlal Atwal,7134546905,0085307886,2021-04-12,https://randomuser.me/api/portraits/women/90.jpg,True,"816, Bora Zila, Gulbarga-122522","11, Saxena, Kalyan-Dombivli-701129",Jalandhar,Tamil Nadu,453615
S091,Oorja,Hans,2017-02-02,Female,504716697466,nishithaurora@hotmail.com,Anay Mannan,Indrans Atwal,+914099076706,+915381305213,2025-07-08,https://randomuser.me/api/portraits/women/91.jpg,True,"31/832, Date Zila, Junagadh 812341","889, Cheema Zila, Burhanpur-473858",Coimbatore,Rajasthan,054075
S092,Anahita,Butala,2016-06-08,Male,372755315947,desainishith@hotmail.com,Anahita Reddy,Azad Goda,01749714711,08190207889,2024-02-18,https://randomuser.me/api/portraits/men/92.jpg,True,"H.No. 054, Sood Nagar, Thiruvananthapuram-847420","H.No. 907, Ramaswamy Path, Madurai-772841",Belgaum,Uttar Pradesh,243443
S093,Kabir,Badami,2012-03-18,Female,944894028980,rarya@vala.info,Shlok Krish,Zoya Ghose,3946412922,6249130293,2022-05-23,https://randomuser.me/api/portraits/women/93.jpg,True,"89/008, Sule Nagar, Bahraich 744141","90, Ranganathan Street, Miryalaguda-525229",Raichur,Madhya Pradesh,992084
S094,Bhamini,Chopra,2019-03-07,Female,356193390045,baiju77@behl-rattan.info,Indrans Borra,Madhav Doctor,+917562405194,03215226538,2021-02-03,https://randomuser.me/api/portraits/women/94.jpg,True,"H.No. 93, Khanna Road, Dibrugarh-632410","64/91, Shroff Road, Guna-255788",Dhanbad,Arunachal Pradesh,674400
S095,Arhaan,Varty,2007-07-14,Female,153696875334,azad68@lala-kurian.com,Yakshit Garde,Zoya Raja,+918773691727,+917220969895,2021-03-14,https://randomuser.me/api/portraits/women/95.jpg,True,"14/291, Krishnamurthy Path, Saharanpur 632311","08/112, Wagle Zila, Farrukhabad-118729",Deoghar,Meghalaya,393982
S096,Nirvaan,Shanker,2015-11-17,Male,552313467381,pihu98@hotmail.com,Lagan Bal,Tarini Hayre,01301408106,08145509816,2020-12-25,https://randomuser.me/api/portraits/men/96.jpg,True,"35/80, Garde, Proddatur-865664","H.No. 71, Goyal, Khammam-343740",Nashik,Nagaland,919892
S097,Kashvi,Dasgupta,2020-02-11,Male,938987970300,rsolanki@lal.com,Kavya Kumer,Vedika Kala,7316691711,09564687910,2025-04-09,https://randomuser.me/api/portraits/men/97.jpg,True,"H.No. 45, Upadhyay Circle, Nangloi Jat-049447","20/75, Bala Road, Durgapur 444295",Kalyan-Dombivli,Tripura,842115
S098,Jayesh,Golla,2015-12-21,Male,861429692821,kararania@kulkarni.biz,Myra Dora,Lakshay Aggarwal,02663161033,09478453818,2023-02-15,https://randomuser.me/api/portraits/men/98.jpg,True,"38/98, Tiwari Street, Ludhiana-823206","19, Raman Circle, Narasaraopet 595399",Dhule,Assam,332739
S099,Mahika,Manne,2007-05-21,Female,174299080950,akala@yahoo.com,Mamooty Sibal,Yashvi Chada,09892672608,3657734648,2023-03-22,https://randomuser.me/api/portraits/women/99.jpg,True,"H.No. 44, Anne Nagar, Katihar-298446","H.No. 27, Aurora Marg, Chittoor 802410",Sonipat,Arunachal Pradesh,058304
S100,Anika,Bedi,2013-06-28,Female,188051691928,bhatnagaraayush@gmail.com,Indranil Shan,Divij Khurana,09607825278,7485781454,2020-09-03,https://randomuser.me/api/portraits/women/0.jpg,True,"H.No. 868, Zacharia Nagar, Jabalpur-117553","H.No. 50, Jayaraman Street, Vijayawada-122265",Aurangabad,Meghalaya,769460
S101,Shayak,Iyer,2012-10-30,Female,818868837327,sahilsanghvi@kapadia.com,Seher Sachar,Anika Bhattacharyya,+913636905153,08330842044,2022-04-28,https://randomuser.me/api/portraits/women/1.jpg,True,"16, Mane Chowk, Dewas-396084","H.No. 864, Sarma Ganj, Darbhanga-145367",Singrauli,Arunachal Pradesh,845419
S102,Kashvi,Sagar,2013-11-01,Male,493830772042,neysasingh@gmail.com,Nishith Lad,Madhav Sengupta,04839589145,04876695718,2022-08-23,https://randomuser.me/api/portraits/men/2.jpg,True,"282, Kade Chowk, Bhubaneswar 548354","H.No. 88, Yogi Ganj, Dehri 600208",Bareilly,Goa,724091
S103,Siya,Sunder,2020-04-11,Female,724215592259,kimayamanda@sunder.com,Riaan Ganguly,Adah Lad,2980415418,1775146152,2025-07-15,https://randomuser.me/api/portraits/women/3.jpg,True,"10/698, Ramachandran Ganj, Gorakhpur 149531","627, Devan Path, Gulbarga-349958",Jhansi,Telangana,505917
S104,Seher,Kuruvilla,2008-09-13,Female,561493331668,sdoshi@kata.com,Sara Majumdar,Purab Walla,+914816298535,8820046122,2021-12-12,https://randomuser.me/api/portraits/women/4.jpg,True,"H.No. 922, Bir Ganj, Dharmavaram-847451","H.No. 31, Contractor Marg, Howrah-576460",Surat,Tamil Nadu,041186
S105,Azad,Mangal,2017-09-26,Male,691563186367,samarth64@rana-deshpande.com,Kismat Anne,Anika Korpal,+910644959841,6587828753,2024-06-01,https://randomuser.me/api/portraits/men/5.jpg,True,"73, Mahajan Street, Gwalior 198603","253, Dixit Street, Pudukkottai-215946",Shivpuri,Meghalaya,236962
S106,Reyansh,Sarna,2007-05-19,Female,969042422558,inaaya-khalsa@dua.info,Shlok Kaul,Himmat Sachdeva,2811974586,+914175740461,2023-11-30,https://randomuser.me/api/portraits/women/6.jpg,True,"520, Agrawal Ganj, Nagaon-400239","H.No. 097, Kala Circle, Guna-450633",Nangloi Jat,Andhra Pradesh,367861
S107,Ishaan,Jain,2010-06-14,Female,208047188728,pedwin@chahal.biz,Anahita Shankar,Tarini Sawhney,03657823753,6179696518,2021-03-25,https://randomuser.me/api/portraits/women/7.jpg,True,"66, Chana Chowk, Ballia-588874","89/099, Lal Path, Deoghar 576450",Nagaon,Rajasthan,575522
S108,Parinaaz,Kashyap,2019-02-22,Female,755005466721,romiltiwari@bhagat.biz,Vardaniya Jani,Yakshit Comar,+916400240020,+912147427609,2025-05-10,https://randomuser.me/api/portraits/women/8.jpg,True,"93, Dhaliwal Path, Lucknow-202677","06/60, Bera Zila, Thiruvananthapuram 618166",Amaravati,Karnataka,756544
S109,Ira,Gara,2007-04-18,Female,593889724058,sharaffarhan@gmail.com,Hunar Kade,Vritika Barman,01837450745,+912010156583,2021-11-14,https://randomuser.me/api/portraits/women/9.jpg,True,"53, Comar Marg, Nashik-997859","H.No. 493, Dhar Marg, Guna 934127",Mysore,Sikkim,116393
S110,Diya,Koshy,2016-11-15,Male,631542844552,taimur72@gmail.com,Tanya Bava,Tarini Solanki,1572897072,+914973008384,2020-08-18,https://randomuser.me/api/portraits/men/10.jpg,True,"89/517, Badami, Sambhal-616532","H.No. 090, Ben Marg, Bahraich 818622",Firozabad,Arunachal Pradesh,662823
S111,Seher,Chandra,2009-04-09,Male,217837113753,kimayaverma@samra.com,Siya Hayre,Lavanya Bir,0108835666,5008373237,2024-02-21,https://randomuser.me/api/portraits/men/11.jpg,True,"12, Aurora, Bharatpur 532848","933, Zacharia Street, Mysore 051031",Kavali,Gujarat,779022
S112,Adah,Bhatnagar,2008-08-24,Male,415787131593,dsankar@sood.biz,Drishya Rajan,Romil Bala,01715690754,+911387300342,2023-07-18,https://randomuser.me/api/portraits/men/12.jpg,True,"H.No. 107, Gera, Ramagundam-645669","34/126, Toor Circle, Malda 566286",Madanapalle,Manipur,381541
S113,Hunar,Hegde,2008-07-01,Female,644798631765,aganguly@agrawal-bahl.org,Shamik Ganesan,Kabir Bajaj,05454432423,+918637631762,2025-06-22,https://randomuser.me/api/portraits/women/13.jpg,True,"H.No. 630, Badami Marg, Bijapur-110235","23/640, Comar Street, Rewa 138922",Amravati,Uttar Pradesh,980321
S114,Aaryahi,Som,2007-05-29,Female,352725835655,tandonshayak@kannan-solanki.info,Krish Reddy,Taimur Wadhwa,+911936221631,1250923385,2021-07-31,https://randomuser.me/api/portraits/women/14.jpg,True,"H.No. 205, Lad Circle, Hospet-250476","H.No. 706, Khatri Street, Howrah-050165",Chittoor,Kerala,563175
S115,Taran,Kala,2011-01-08,Female,348932259716,johalvivaan@agrawal.org,Abram Seth,Madhav Sankar,05591797820,5425033120,2025-02-28,https://randomuser.me/api/portraits/women/15.jpg,True,"H.No. 11, Jain Marg, Panchkula-675010","55/62, Goswami Road, Pallavaram-765723",Nandyal,Telangana,239280
S116,Charvi,Dara,2011-11-11,Male,536666385404,iyerbhamini@yahoo.com,Vidur Rajagopal,Anahita Chandran,06838481395,7743835525,2021-03-19,https://randomuser.me/api/portraits/men/16.jpg,True,"17/345, Sekhon Path, Ichalkaranji-570795","85/821, Som Path, Giridih-641364",Vadodara,Mizoram,451123
S117,Ehsaan,Gokhale,2009-03-06,Male,521470454714,desaijivika@barad-brar.biz,Myra Chana,Ehsaan Raman,07881616330,9507601989,2024-01-05,https://randomuser.me/api/portraits/men/17.jpg,True,"H.No. 850, Seshadri Path, Loni 790605","060, Dewan Nagar, Kharagpur 333736",Ramagundam,Uttar Pradesh,522234
S118,Zaina,Bhandari,2013-11-24,Female,764327477606,tankdivyansh@hotmail.com,Jhanvi Bhattacharyya,Bhavin Kamdar,+918163554683,+918785530754,2022-03-10,https://randomuser.me/api/portraits/women/18.jpg,True,"83, Behl Road, Bhiwani-326966","09, Warrior Street, Vijayanagaram 044179",Eluru,Rajasthan,712207
S119,Devansh,Sengupta,2015-04-13,Female,977964571402,psrinivas@goyal.com,Tejas Walla,Aaina Sidhu,+916527985841,5988630924,2021-09-21,https://randomuser.me/api/portraits/women/19.jpg,True,"H.No. 455, Khurana Nagar, Narasaraopet 489355","H.No. 71, Manda Nagar, Danapur-588291",Chittoor,Andhra Pradesh,537193
S120,Rasha,Balan,2013-04-09,Male,148752826594,aradhyachanda@chand-varghese.net,Emir Khanna,Kartik Grewal,5858442995,04584514586,2023-09-16,https://randomuser.me/api/portraits/men/20.jpg,True,"06/09, Dugar Street, Tumkur 808460","89/092, Swamy Ganj, Kakinada-243218",Guntur,Mizoram,336090
S121,Arjun,Sharma,2009-03-15,Male,123456789012,arjun.sharma@email.com,Rajesh Sharma,Priya Sharma,9876543210,9876543211,2024-04-15,https://randomuser.me/api/portraits/men/21.jpg,True,"123 Main Street, Delhi-110001","123 Main Street, Delhi-110001",Delhi,Delhi,110001
S122,Kavya,Patel,2009-07-22,Female,234567890123,kavya.patel@email.com,Vikram Patel,Meera Patel,9876543212,9876543213,2024-04-15,https://randomuser.me/api/portraits/women/21.jpg,True,"456 Park Avenue, Mumbai-400001","456 Park Avenue, Mumbai-400001",Mumbai,Maharashtra,400001
S123,Rohan,Singh,2008-11-08,Male,345678901234,rohan.singh@email.com,Suresh Singh,Anita Singh,9876543214,9876543215,2024-04-15,https://randomuser.me/api/portraits/men/22.jpg,True,"789 Lake View, Bangalore-560001","789 Lake View, Bangalore-560001",Bangalore,Karnataka,560001
S124,Priya,Gupta,2008-05-12,Female,456789012345,priya.gupta@email.com,Amit Gupta,Sunita Gupta,9876543216,9876543217,2024-04-15,https://randomuser.me/api/portraits/women/22.jpg,True,"321 Hill Station, Chennai-600001","321 Hill Station, Chennai-600001",Chennai,Tamil Nadu,600001
S125,Aditya,Kumar,2009-01-20,Male,567890123456,aditya.kumar@email.com,Deepak Kumar,Ritu Kumar,9876543218,9876543219,2024-04-15,https://randomuser.me/api/portraits/men/23.jpg,True,"654 Green Valley, Kolkata-700001","654 Green Valley, Kolkata-700001",Kolkata,West Bengal,700001
S126,Sneha,Joshi,2008-09-14,Female,678901234567,sneha.joshi@email.com,Manish Joshi,Kavita Joshi,9876543220,9876543221,2024-04-15,https://randomuser.me/api/portraits/women/23.jpg,True,"987 Rose Garden, Pune-411001","987 Rose Garden, Pune-411001",Pune,Maharashtra,411001
S127,Karan,Reddy,2007-12-03,Male,789012345678,karan.reddy@email.com,Venkat Reddy,Lakshmi Reddy,9876543222,9876543223,2024-04-15,https://randomuser.me/api/portraits/men/24.jpg,True,"147 Tech Park, Hyderabad-500001","147 Tech Park, Hyderabad-500001",Hyderabad,Telangana,500001
S128,Ananya,Iyer,2007-06-18,Female,890123456789,ananya.iyer@email.com,Krishnan Iyer,Radha Iyer,9876543224,9876543225,2024-04-15,https://randomuser.me/api/portraits/women/24.jpg,True,"258 Temple Street, Cochin-682001","258 Temple Street, Cochin-682001",Cochin,Kerala,682001
S129,Varun,Agarwal,2008-02-10,Male,901234567890,varun.agarwal@email.com,Rohit Agarwal,Neha Agarwal,9876543226,9876543227,2024-04-15,https://randomuser.me/api/portraits/men/25.jpg,True,"369 Business District, Jaipur-302001","369 Business District, Jaipur-302001",Jaipur,Rajasthan,302001
S130,Riya,Mehta,2007-10-25,Female,012345678901,riya.mehta@email.com,Ashish Mehta,Pooja Mehta,9876543228,9876543229,2024-04-15,https://randomuser.me/api/portraits/women/25.jpg,True,"741 Central Plaza, Ahmedabad-380001","741 Central Plaza, Ahmedabad-380001",Ahmedabad,Gujarat,380001
S131,Siddharth,Malhotra,2006-04-07,Male,123450987654,siddharth.malhotra@email.com,Rajiv Malhotra,Seema Malhotra,9876543230,9876543231,2024-04-15,https://randomuser.me/api/portraits/men/26.jpg,True,"852 Elite Residency, Chandigarh-160001","852 Elite Residency, Chandigarh-160001",Chandigarh,Punjab,160001
S132,Ishika,Saxena,2006-08-19,Female,234561098765,ishika.saxena@email.com,Sanjay Saxena,Urmila Saxena,9876543232,9876543233,2024-04-15,https://randomuser.me/api/portraits/women/26.jpg,True,"963 University Area, Lucknow-226001","963 University Area, Lucknow-226001",Lucknow,Uttar Pradesh,226001
S133,Harsh,Verma,2007-01-11,Male,345672109876,harsh.verma@email.com,Vinod Verma,Rekha Verma,9876543234,9876543235,2024-04-15,https://randomuser.me/api/portraits/men/27.jpg,True,"174 Industrial Area, Indore-452001","174 Industrial Area, Indore-452001",Indore,Madhya Pradesh,452001
S134,Nisha,Kapoor,2006-12-28,Female,456783210987,nisha.kapoor@email.com,Sunil Kapoor,Geeta Kapoor,9876543236,9876543237,2024-04-15,https://randomuser.me/api/portraits/women/27.jpg,True,"285 Commercial Complex, Nagpur-440001","285 Commercial Complex, Nagpur-440001",Nagpur,Maharashtra,440001
S135,Yash,Tiwari,2007-05-16,Male,567894321098,yash.tiwari@email.com,Prakash Tiwari,Shanti Tiwari,9876543238,9876543239,2024-04-15,https://randomuser.me/api/portraits/men/28.jpg,True,"396 Heritage Colony, Bhopal-462001","396 Heritage Colony, Bhopal-462001",Bhopal,Madhya Pradesh,462001
S136,Tanvi,Bansal,2006-09-02,Female,678905432109,tanvi.bansal@email.com,Arun Bansal,Sushma Bansal,9876543240,9876543241,2024-04-15,https://randomuser.me/api/portraits/women/28.jpg,True,"507 Golden Heights, Gurgaon-122001","507 Golden Heights, Gurgaon-122001",Gurgaon,Haryana,122001
S137,Aman,Choudhary,2005-03-24,Male,789016543210,aman.choudhary@email.com,Mahesh Choudhary,Sunita Choudhary,9876543242,9876543243,2024-04-15,https://randomuser.me/api/portraits/men/29.jpg,True,"618 Royal Enclave, Udaipur-313001","618 Royal Enclave, Udaipur-313001",Udaipur,Rajasthan,313001
S138,Dia,Khanna,2005-07-13,Female,890127654321,dia.khanna@email.com,Rohit Khanna,Prerna Khanna,9876543244,9876543245,2024-04-15,https://randomuser.me/api/portraits/women/29.jpg,True,"729 Pearl Gardens, Ludhiana-141001","729 Pearl Gardens, Ludhiana-141001",Ludhiana,Punjab,141001
S139,Aryan,Bhatt,2006-11-09,Male,901238765432,aryan.bhatt@email.com,Kiran Bhatt,Meena Bhatt,9876543246,9876543247,2024-04-15,https://randomuser.me/api/portraits/men/30.jpg,True,"830 Silver City, Surat-395001","830 Silver City, Surat-395001",Surat,Gujarat,395001
S140,Simran,Aggarwal,2005-01-26,Female,012349876543,simran.aggarwal@email.com,Mohan Aggarwal,Kavita Aggarwal,9876543248,9876543249,2024-04-15,https://randomuser.me/api/portraits/women/30.jpg,True,"941 Diamond Square, Amritsar-143001","941 Diamond Square, Amritsar-143001",Amritsar,Punjab,143001
S141,Aarav,Sharma,2020-03-15,Male,123456789013,aarav.sharma@email.com,Rajesh Sharma,Priya Sharma,9876543250,9876543251,2024-04-15,https://randomuser.me/api/portraits/men/31.jpg,True,"142 Main Street, Delhi-110001","142 Main Street, Delhi-110001",Delhi,Delhi,110001
S142,Anaya,Patel,2019-07-22,Female,234567890124,anaya.patel@email.com,Vikram Patel,Meera Patel,9876543252,9876543253,2024-04-15,https://randomuser.me/api/portraits/women/31.jpg,True,"457 Park Avenue, Mumbai-400001","457 Park Avenue, Mumbai-400001",Mumbai,Maharashtra,400001
S143,Vihaan,Singh,2018-11-08,Male,345678901235,vihaan.singh@email.com,Suresh Singh,Anita Singh,9876543254,9876543255,2024-04-15,https://randomuser.me/api/portraits/men/32.jpg,True,"790 Lake View, Bangalore-560001","790 Lake View, Bangalore-560001",Bangalore,Karnataka,560001
S144,Diya,Gupta,2017-05-12,Female,456789012346,diya.gupta@email.com,Amit Gupta,Sunita Gupta,9876543256,9876543257,2024-04-15,https://randomuser.me/api/portraits/women/32.jpg,True,"322 Hill Station, Chennai-600001","322 Hill Station, Chennai-600001",Chennai,Tamil Nadu,600001
S145,Arjun,Kumar,2016-01-20,Male,567890123457,arjun.kumar@email.com,Deepak Kumar,Ritu Kumar,9876543258,9876543259,2024-04-15,https://randomuser.me/api/portraits/men/33.jpg,True,"655 Green Valley, Kolkata-700001","655 Green Valley, Kolkata-700001",Kolkata,West Bengal,700001
S146,Ira,Joshi,2015-09-14,Female,678901234568,ira.joshi@email.com,Manish Joshi,Kavita Joshi,9876543260,9876543261,2024-04-15,https://randomuser.me/api/portraits/women/33.jpg,True,"988 Rose Garden, Pune-411001","988 Rose Garden, Pune-411001",Pune,Maharashtra,411001
S147,Ayaan,Reddy,2014-12-03,Male,789012345679,ayaan.reddy@email.com,Venkat Reddy,Lakshmi Reddy,9876543262,9876543263,2024-04-15,https://randomuser.me/api/portraits/men/34.jpg,True,"148 Tech Park, Hyderabad-500001","148 Tech Park, Hyderabad-500001",Hyderabad,Telangana,500001
S148,Myra,Iyer,2013-06-18,Female,890123456780,myra.iyer@email.com,Krishnan Iyer,Radha Iyer,9876543264,9876543265,2024-04-15,https://randomuser.me/api/portraits/women/34.jpg,True,"259 Temple Street, Cochin-682001","259 Temple Street, Cochin-682001",Cochin,Kerala,682001
S149,Reyansh,Agarwal,2012-02-10,Male,901234567891,reyansh.agarwal@email.com,Rohit Agarwal,Neha Agarwal,9876543266,9876543267,2024-04-15,https://randomuser.me/api/portraits/men/35.jpg,True,"370 Business District, Jaipur-302001","370 Business District, Jaipur-302001",Jaipur,Rajasthan,302001
S150,Saanvi,Mehta,2011-10-25,Female,012345678902,saanvi.mehta@email.com,Ashish Mehta,Pooja Mehta,9876543268,9876543269,2024-04-15,https://randomuser.me/api/portraits/women/35.jpg,True,"742 Central Plaza, Ahmedabad-380001","742 Central Plaza, Ahmedabad-380001",Ahmedabad,Gujarat,380001
S151,Vivaan,Malhotra,2010-04-07,Male,123450987655,vivaan.malhotra@email.com,Rajiv Malhotra,Seema Malhotra,9876543270,9876543271,2024-04-15,https://randomuser.me/api/portraits/men/36.jpg,True,"853 Elite Residency, Chandigarh-160001","853 Elite Residency, Chandigarh-160001",Chandigarh,Punjab,160001
S152,Aadya,Saxena,2009-08-19,Female,234561098766,aadya.saxena@email.com,Sanjay Saxena,Urmila Saxena,9876543272,9876543273,2024-04-15,https://randomuser.me/api/portraits/women/36.jpg,True,"964 University Area, Lucknow-226001","964 University Area, Lucknow-226001",Lucknow,Uttar Pradesh,226001
S153,Shivansh,Verma,2008-01-11,Male,345672109877,shivansh.verma@email.com,Vinod Verma,Rekha Verma,9876543274,9876543275,2024-04-15,https://randomuser.me/api/portraits/men/37.jpg,True,"175 Industrial Area, Indore-452001","175 Industrial Area, Indore-452001",Indore,Madhya Pradesh,452001
S154,Kiara,Kapoor,2007-12-28,Female,456783210988,kiara.kapoor@email.com,Sunil Kapoor,Geeta Kapoor,9876543276,9876543277,2024-04-15,https://randomuser.me/api/portraits/women/37.jpg,True,"286 Commercial Complex, Nagpur-440001","286 Commercial Complex, Nagpur-440001",Nagpur,Maharashtra,440001
S155,Kabir,Tiwari,2006-05-16,Male,567894321099,kabir.tiwari@email.com,Prakash Tiwari,Shanti Tiwari,9876543278,9876543279,2024-04-15,https://randomuser.me/api/portraits/men/38.jpg,True,"397 Heritage Colony, Bhopal-462001","397 Heritage Colony, Bhopal-462001",Bhopal,Madhya Pradesh,462001
S156,Pihu,Bansal,2005-09-02,Female,678905432100,pihu.bansal@email.com,Arun Bansal,Sushma Bansal,9876543280,9876543281,2024-04-15,https://randomuser.me/api/portraits/women/38.jpg,True,"508 Golden Heights, Gurgaon-122001","508 Golden Heights, Gurgaon-122001",Gurgaon,Haryana,122001
S157,Atharv,Choudhary,2020-03-24,Male,789016543211,atharv.choudhary@email.com,Mahesh Choudhary,Sunita Choudhary,9876543282,9876543283,2024-04-15,https://randomuser.me/api/portraits/men/39.jpg,True,"619 Royal Enclave, Udaipur-313001","619 Royal Enclave, Udaipur-313001",Udaipur,Rajasthan,313001
S158,Riya,Khanna,2019-07-13,Female,890127654322,riya.khanna@email.com,Rohit Khanna,Prerna Khanna,9876543284,9876543285,2024-04-15,https://randomuser.me/api/portraits/women/39.jpg,True,"730 Pearl Gardens, Ludhiana-141001","730 Pearl Gardens, Ludhiana-141001",Ludhiana,Punjab,141001
S159,Ishaan,Bhatt,2018-11-09,Male,901238765433,ishaan.bhatt@email.com,Kiran Bhatt,Meena Bhatt,9876543286,9876543287,2024-04-15,https://randomuser.me/api/portraits/men/40.jpg,True,"831 Silver City, Surat-395001","831 Silver City, Surat-395001",Surat,Gujarat,395001
S160,Avni,Aggarwal,2017-01-26,Female,012349876544,avni.aggarwal@email.com,Mohan Aggarwal,Kavita Aggarwal,9876543288,9876543289,2024-04-15,https://randomuser.me/api/portraits/women/40.jpg,True,"942 Diamond Square, Amritsar-143001","942 Diamond Square, Amritsar-143001",Amritsar,Punjab,143001
S161,Aadhya,Sharma,2016-06-15,Female,123456789014,aadhya.sharma@email.com,Rajesh Sharma,Priya Sharma,9876543290,9876543291,2024-04-15,https://randomuser.me/api/portraits/women/41.jpg,True,"143 Main Street, Delhi-110001","143 Main Street, Delhi-110001",Delhi,Delhi,110001
S162,Dev,Patel,2015-03-22,Male,234567890125,dev.patel@email.com,Vikram Patel,Meera Patel,9876543292,9876543293,2024-04-15,https://randomuser.me/api/portraits/men/41.jpg,True,"458 Park Avenue, Mumbai-400001","458 Park Avenue, Mumbai-400001",Mumbai,Maharashtra,400001
S163,Anika,Singh,2014-11-08,Female,345678901236,anika.singh@email.com,Suresh Singh,Anita Singh,9876543294,9876543295,2024-04-15,https://randomuser.me/api/portraits/women/42.jpg,True,"791 Lake View, Bangalore-560001","791 Lake View, Bangalore-560001",Bangalore,Karnataka,560001
S164,Krish,Gupta,2013-05-12,Male,456789012347,krish.gupta@email.com,Amit Gupta,Sunita Gupta,9876543296,9876543297,2024-04-15,https://randomuser.me/api/portraits/men/42.jpg,True,"323 Hill Station, Chennai-600001","323 Hill Station, Chennai-600001",Chennai,Tamil Nadu,600001
S165,Navya,Kumar,2012-01-20,Female,567890123458,navya.kumar@email.com,Deepak Kumar,Ritu Kumar,9876543298,9876543299,2024-04-15,https://randomuser.me/api/portraits/women/43.jpg,True,"656 Green Valley, Kolkata-700001","656 Green Valley, Kolkata-700001",Kolkata,West Bengal,700001
S166,Aryan,Joshi,2011-09-14,Male,678901234569,aryan.joshi@email.com,Manish Joshi,Kavita Joshi,9876543300,9876543301,2024-04-15,https://randomuser.me/api/portraits/men/43.jpg,True,"989 Rose Garden, Pune-411001","989 Rose Garden, Pune-411001",Pune,Maharashtra,411001
S167,Siya,Reddy,2010-12-03,Female,789012345680,siya.reddy@email.com,Venkat Reddy,Lakshmi Reddy,9876543302,9876543303,2024-04-15,https://randomuser.me/api/portraits/women/44.jpg,True,"149 Tech Park, Hyderabad-500001","149 Tech Park, Hyderabad-500001",Hyderabad,Telangana,500001
S168,Advik,Iyer,2009-06-18,Male,890123456781,advik.iyer@email.com,Krishnan Iyer,Radha Iyer,9876543304,9876543305,2024-04-15,https://randomuser.me/api/portraits/men/44.jpg,True,"260 Temple Street, Cochin-682001","260 Temple Street, Cochin-682001",Cochin,Kerala,682001
S169,Anvi,Agarwal,2008-02-10,Female,901234567892,anvi.agarwal@email.com,Rohit Agarwal,Neha Agarwal,9876543306,9876543307,2024-04-15,https://randomuser.me/api/portraits/women/45.jpg,True,"371 Business District, Jaipur-302001","371 Business District, Jaipur-302001",Jaipur,Rajasthan,302001
S170,Rudra,Mehta,2007-10-25,Male,012345678903,rudra.mehta@email.com,Ashish Mehta,Pooja Mehta,9876543308,9876543309,2024-04-15,https://randomuser.me/api/portraits/men/45.jpg,True,"743 Central Plaza, Ahmedabad-380001","743 Central Plaza, Ahmedabad-380001",Ahmedabad,Gujarat,380001
S171,Aarohi,Malhotra,2020-04-07,Female,123450987656,aarohi.malhotra@email.com,Rajiv Malhotra,Seema Malhotra,9876543310,9876543311,2024-04-15,https://randomuser.me/api/portraits/women/46.jpg,True,"854 Elite Residency, Chandigarh-160001","854 Elite Residency, Chandigarh-160001",Chandigarh,Punjab,160001
S172,Yuvaan,Saxena,2019-08-19,Male,234561098767,yuvaan.saxena@email.com,Sanjay Saxena,Urmila Saxena,9876543312,9876543313,2024-04-15,https://randomuser.me/api/portraits/men/46.jpg,True,"965 University Area, Lucknow-226001","965 University Area, Lucknow-226001",Lucknow,Uttar Pradesh,226001
S173,Kavya,Verma,2018-01-11,Female,345672109878,kavya.verma@email.com,Vinod Verma,Rekha Verma,9876543314,9876543315,2024-04-15,https://randomuser.me/api/portraits/women/47.jpg,True,"176 Industrial Area, Indore-452001","176 Industrial Area, Indore-452001",Indore,Madhya Pradesh,452001
S174,Shaurya,Kapoor,2017-12-28,Male,456783210989,shaurya.kapoor@email.com,Sunil Kapoor,Geeta Kapoor,9876543316,9876543317,2024-04-15,https://randomuser.me/api/portraits/men/47.jpg,True,"287 Commercial Complex, Nagpur-440001","287 Commercial Complex, Nagpur-440001",Nagpur,Maharashtra,440001
